X,Y,OBJECTID,CAM_NUM,NOTES,LOCATION,PROJ,XCOORD,YCOORD,created_user,created_date,last_edited_user,last_edited_date
-8529925.74166103,4756518.099485,141,335, ,3430 Spelman Rd,Cherry Hill,-76.62562885,39.24286071,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529884.02475344,4756488.92277443,142,336, ,3456 Spelman Rd,Cherry Hill,-76.6252541,39.24265772,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529909.40019152,4756424.34150826,143,337, ,3446 Spelman Rd Parking Lot,Cherry Hill,-76.62548205,39.24220842,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529746.35935353,4756472.94610417,144,338, ,Spellman Rd LLC 7076,Cherry Hill,-76.62401743,39.24254657,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529743.97421587,4756399.74899394,145,339, ,3486 Spelman Rd,Cherry Hill,-76.623996,39.24203732,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529559.85915799,4756529.8059488,146,340, ,Seagull Ave UMBC rear,Cherry Hill,-76.62234207,39.24294216,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529614.763148,4756584.62252164,147,341, ,Seagull Ave LLC 7076,Cherry Hill,-76.62283528,39.24332352,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529391.05904891,4756754.58202228,148,342, ,835 Seagull Ave rear,Cherry Hill,-76.62082571,39.24450595,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529432.71678391,4756796.37840451,149,343, ,835 Seagull Ave,Cherry Hill,-76.62119993,39.24479673,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529395.14182181,4756854.73465259,150,344, ,Seagull Ave and Bethune Rd,Cherry Hill,-76.62086239,39.24520271,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529826.26081869,4757019.22863662,151,345, ,Carver Rd School,Cherry Hill,-76.6247352,39.24634708,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529896.91722475,4757088.08973021,152,346, ,Carver Rd and Bridgeview Rd,Cherry Hill,-76.62536991,39.24682613,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529927.66154914,4757226.63100503,153,347, ,2805 Carver Rd rear,Cherry Hill,-76.6256461,39.24778993,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529994.33431778,4757228.55646266,154,348, ,2627 Carver Rd,Cherry Hill,-76.62624503,39.24780333,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529948.43886379,4757343.95697405,155,349, ,2609 Carver Rd,Cherry Hill,-76.62583274,39.24860613,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529900.0321437,4757319.62228364,156,350, ,2615 Carver Rd circle,Cherry Hill,-76.6253979,39.24843684,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8529698.40417757,4756987.82377531,157,351, ,Carver Rd Rec Center,Cherry Hill,-76.62358664,39.2461286,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530508.56450981,4757294.16574248,158,352, ,Maint Backyard 1,Cherry Hill,-76.63086444,39.24825975,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530481.88984127,4757257.5714524,159,353, ,Maint Backyard 2,Cherry Hill,-76.63062482,39.24800518,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530380.35441823,4757327.14653262,160,354, ,Community Center rear,Cherry Hill,-76.62971271,39.24848919,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530528.23006795,4757253.82502028,161,355, ,Maint Garage Doors,Cherry Hill,-76.6310411,39.24797911,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8530374.82220833,4757348.68679218,162,356, ,Community Center 2 rear,Cherry Hill,-76.62966301,39.24863903,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8522313.01091779,4762872.44318352,163,401, ,Eastern Ave and S Macon St,Greektown,-76.55724251,39.28705521,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8522139.69573666,4762881.09141095,164,402, ,Eastern Ave and Oldham St,Greektown,-76.55568559,39.28711534,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8522417.82700769,4762869.48076565,165,403, ,Eastern Ave and S Lehigh St,Greektown,-76.55818409,39.28703461,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8522227.37883495,4762861.35913505,166,404, ,Eastern Ave and S Newkirk St,Greektown,-76.55647326,39.28697814,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8522043.38394566,4762896.36551428,167,405, ,Eastern Ave and S Ponca St,Greektown,-76.55482041,39.28722153,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528541.2845304,4767917.44373196,168,501, ,Guilford Ave and E 28th St,Greenmount,-76.61319206,39.32212336,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528119.87407988,4767923.77742143,169,502, ,Greenmount Ave and E 28th St,Greenmount,-76.60940646,39.32216738,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528123.71960938,4767750.4841947,170,503, ,Greenmount Ave and E 27th St,Greenmount,-76.60944101,39.3209631,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528316.14611183,4767748.19858307,171,504, ,Barclay St and E 27th St,Greenmount,-76.61116961,39.32094721,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528315.65660665,4767838.2668076,172,505, ,Barclay St and Whitridge Ave,Greenmount,-76.61116521,39.32157313,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528122.24953374,4767614.14782886,173,506, ,Greenmount Ave and E Lorraine Ave,Greenmount,-76.6094278,39.32001563,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528520.63010364,4767536.03503036,174,507, ,Guilford Ave and E 26th St,Greenmount,-76.61300652,39.31947278,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528422.22100632,4767337.67573312,175,508, ,Falls St Alley and E 25th St,Greenmount,-76.61212249,39.31809425,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528136.05453234,4767351.63621773,176,509, ,Greenmount Ave and E 25th St,Greenmount,-76.60955182,39.31819127,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528034.7038361,4767137.41915039,177,510, ,Boone St and E 24th St,Greenmount,-76.60864137,39.3167025,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527896.85507913,4767041.72974471,178,511, ,Cokesbury Ave and E 23rd St,Greenmount,-76.60740305,39.31603747,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528232.40031158,4767071.64626238,179,512, ,Brentwood Ave and E 24th St,Greenmount,-76.6104173,39.31624539,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528136.14098692,4766965.40871288,180,513, ,Greenmount Ave and E 23rd St,Greenmount,-76.60955259,39.31550704,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528493.9855402,4766949.59238981,181,514, ,Guilford Ave and E 23rd St,Greenmount,-76.61276717,39.31539712,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527982.02340044,4766954.30886953,182,515, ,E 23rd St and Boone St,Greenmount,-76.60816813,39.3154299,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528136.42383884,4766815.34702209,183,516, ,Greenmount Ave and E 22nd St,Greenmount,-76.60955513,39.31446411,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527878.48971122,4766844.06364201,184,517, ,Homewood Ave and E 22nd St,Greenmount,-76.60723807,39.31466369,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528315.71859042,4766747.91375903,185,518, ,Barclay St and 21st 1/2 St,Greenmount,-76.61116577,39.31399544,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528465.93513055,4766668.54512924,186,519, ,Guilford Ave and E 21st St,Greenmount,-76.61251518,39.31344382,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528002.59747196,4766692.73496569,187,520, ,Boone St and E 21st St,Greenmount,-76.60835295,39.31361194,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528134.71481089,4766575.21282014,188,521, ,Greenmount Ave and Worsley St,Greenmount,-76.60953978,39.31279514,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528291.6223201,4766520.25875073,189,522, ,Barclay St and E 20th St,Greenmount,-76.61094931,39.31241319,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528300.19271334,4766461.75020303,190,523, ,Barclay St and Heaver St,Greenmount,-76.61102629,39.31200654,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528140.01604124,4766355.43815702,191,524, ,Greenmount Ave and E North Ave,Greenmount,-76.6095874,39.31126763,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528376.98614453,4766373.01160148,192,525, ,E North Ave and Guilford Ave,Greenmount,-76.61171614,39.31138977,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528608.09129662,4766269.21058048,193,526, ,N Calvert St and McAllister St,Greenmount,-76.61379219,39.31066831,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528440.07375967,4766163.3184191,194,527, ,Guilford Ave and E Lafayette Ave,Greenmount,-76.61228287,39.30993231,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528275.82926048,4766170.14227167,195,528, ,Barclay St and E Lafayette Ave,Greenmount,-76.61080743,39.30997973,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528275.40950726,4765950.67919431,196,529, ,Barclay St and Pitman Pl,Greenmount,-76.61080366,39.30845433,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527973.15925703,4765419.64358587,197,530, ,Greenmount Ave and E Preston St,Greenmount,-76.6080885,39.30476317,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527957.22329593,4765268.49421512,198,531, ,Greenmount Ave and E Biddle St,Greenmount,-76.60794535,39.30371252,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527924.99161608,4765116.27324987,199,532, ,Greenmount Ave and E Chase St,Greenmount,-76.6076558,39.3026544,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8527887.77252663,4764937.39052826,200,533, ,Greenmount Ave and E Eager St,Greenmount,-76.60732146,39.30141093,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528130.19398725,4768097.44666943,201,534, ,Greenmount Ave and E 29th St,Greenmount,-76.60949917,39.32337425,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528127.93853129,4768288.8141803,202,535, ,Greenmount Ave and E 30th St,Greenmount,-76.60947891,39.32470409,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528126.86096158,4768476.96629918,203,536, ,Greenmount Ave and E 31st St,Greenmount,-76.60946923,39.32601156,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528132.46368215,4768640.45258896,204,537, ,Greenmount Ave and E 32nd St,Greenmount,-76.60951956,39.32714761,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8528111.52801224,4768809.14832902,205,538, ,Greenmount Ave and E 33rd St,Greenmount,-76.60933149,39.32831984,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525723.34198215,4764533.4936251,206,601, ,E Monument St and N Chester St,Monument,-76.58787804,39.29860323,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525645.26826136,4764386.8145121,207,602, ,McElderry St and N Duncan St,Monument,-76.58717669,39.29758355,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525584.40978593,4764553.7112322,208,603, ,E Monument St and Collington,Monument,-76.58662999,39.29874377,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525511.72051429,4764694.53470048,209,604, ,E Madison St and N Mederia St,Monument,-76.58597701,39.29972272,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525405.62979994,4764548.82947666,210,605, ,E Monument St and N Patterson Park Ave,Monument,-76.58502398,39.29870984,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525330.48373861,4764401.90877997,211,606, ,McElderry St and N Bradford St,Monument,-76.58434894,39.29768849,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525250.64268718,4764567.93394166,212,607, ,E Monument St and N Montford Ave,Monument,-76.58363171,39.29884264,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525190.15182703,4764709.86709312,213,608, ,E Madison St and N Port,Monument,-76.58308831,39.2998293,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525092.83241141,4764574.7840741,214,609, ,E Monument St and N Milton Ave,Monument,-76.58221408,39.29889026,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525009.99662737,4764418.29308679,215,610, ,McElderry St and N Rose St,Monument,-76.58146995,39.29780239,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524937.19955916,4764582.71013836,216,611, ,E Monument St and N Luzerne Ave,Monument,-76.580816,39.29894536,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524869.96812447,4764736.87952861,217,612, ,E Madison St and N Glover St,Monument,-76.58021205,39.30001708,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524775.9777632,4764582.02826391,218,613, ,E Monument St and N Lakewood Ave,Monument,-76.57936772,39.29894062,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524696.5244808,4764433.84149372,219,614, ,McElderry St and N Belnord Ave,Monument,-76.57865398,39.29791047,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524639.40786423,4764588.99031426,220,615, ,E Monument St and N Kenwood Ave,Monument,-76.57814089,39.29898902,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524554.27634045,4764752.0450319,221,616, ,E Madison St and N Streeper St,Monument,-76.57737614,39.30012251,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524457.80142973,4764435.32967969,222,617, ,McElderry St and N Linwood Ave,Monument,-76.57650949,39.29792082,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524399.40064751,4764601.06049606,223,618, ,E Monument St and N Curley St,Monument,-76.57598487,39.29907293,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524299.59098107,4764453.76504026,224,619, ,McElderry St and N Potomac St,Monument,-76.57508826,39.29804898,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524229.13811224,4764609.97684738,225,620, ,E Monument St and Decker,Monument,-76.57445538,39.29913491,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524159.94471794,4764773.07987268,226,621, ,E Madison St and N Ellwood Ave,Monument,-76.5738338,39.30026873,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524083.75831029,4764617.54130278,227,622, ,E Monument St and N Robinson St,Monument,-76.57314941,39.2991875,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524396.22413634,4764751.51748705,228,623, ,E Madison St and N Curley St,Monument,-76.57595634,39.30011884,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524072.84897805,4764456.86759056,229,624, ,McElderry St and N Robinson St,Monument,-76.57305141,39.29807055,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525150.8754504,4765402.41027053,230,625, ,Milton St and E Biddle St,Monument,-76.58273549,39.30464338,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525283.23199507,4764877.01017515,231,626, ,Montford St and Ashland Ave,Monument,-76.58392447,39.3009912,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8525561.08613523,4764247.74509725,232,627, ,N Collington St and E Jefferson St,Monument,-76.58642047,39.29661677,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8524841.80932778,4764284.56708469,233,628, ,E Jefferson St and N Glover St,Monument,-76.5799591,39.29687275,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8533537.44022158,4766080.67833947,234,703, ,W North Ave and Thomas Ave,North Ave West,-76.6580733,39.30935791,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8533436.6046703,4765945.91517229,235,704, ,N Warwick Ave and Westwood Ave,North Ave West,-76.65716748,39.30842122,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8533303.41778383,4765964.2841949,236,705, ,Moreland Ave and Westwood Ave,North Ave West,-76.65597104,39.30854889,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8533292.03927186,4766092.70731772,237,706, ,W North Ave and Moreland Ave,North Ave West,-76.65586883,39.30944152,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8533079.8554446,4765974.69607333,238,707, ,N Bentalou St and Westwood Ave,North Ave West,-76.65396275,39.30862126,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532938.37997523,4765969.07908359,239,708, ,N Smallwood St and Westwood Ave,North Ave West,-76.65269185,39.30858222,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532952.4447586,4766127.15519129,240,709, ,W North Ave and N Smallwood St,North Ave West,-76.6528182,39.30968095,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532944.96961401,4766348.77019767,241,710, ,N Smallwood St and Ridgehill Ave,North Ave West,-76.65275105,39.31122128,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532770.22200902,4765989.29699345,242,711, ,N Pulaski St and Westwood Ave,North Ave West,-76.65118126,39.30872275,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532791.40409841,4766114.44550451,243,712, ,W North Ave and N Pulaski St,North Ave West,-76.65137154,39.30959261,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532783.91260491,4766215.332328,244,713, ,N Pulaski St and Herbert St,North Ave West,-76.65130425,39.31029383,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532799.89968248,4766286.43352158,245,714, ,N Pulaski St and Walbrook Ave,North Ave West,-76.65144786,39.31078801,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532639.74642821,4766141.17963648,246,715, ,W North Ave and N Payson St,North Ave West,-76.65000918,39.30977843,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532627.71905855,4766217.21760464,247,716, ,N Payson St and Herbert St,North Ave West,-76.64990114,39.31030693,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532628.91510229,4766287.12504251,248,717, ,N Payson St and Walbrook Ave,North Ave West,-76.64991188,39.31079282,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532634.83712247,4766372.15221252,249,718, ,N Payson St and Ridgehill Ave,North Ave West,-76.64996508,39.3113838,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532517.6480922,4766000.95156334,250,719, ,Appleton St and Westwood Ave,North Ave West,-76.64891235,39.30880376,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532417.89973559,4766005.39737178,251,720, ,N Monroe St and Westwood Ave,North Ave West,-76.6480163,39.30883466,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532425.84251359,4766155.27626524,252,721, ,W North Ave and N Monroe St,North Ave West,-76.64808765,39.30987641,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532436.48152549,4766292.9520078,253,722, ,N Monroe St and Walbrook Ave,North Ave West,-76.64818322,39.31083332,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532223.18699663,4766017.35022227,254,723, ,N Fulton Ave and Westwood Ave,North Ave West,-76.64626716,39.30891774,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532223.94743706,4766169.60459003,255,724, ,W North Ave and N Fulton Ave,North Ave West,-76.64627399,39.309976,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532259.81121925,4766300.01580003,256,725, ,N Fulton Ave and Walbrook Ave,North Ave West,-76.64659616,39.31088242,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8532083.29055762,4766021.96433303,257,726, ,N Mount St and Westwood Ave,North Ave West,-76.64501045,39.30894981,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531941.58313832,4766184.20111481,258,727, ,W North Ave and N Carey St,North Ave West,-76.64373747,39.31007745,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531802.55662613,4766173.80644206,259,728, ,W North Ave and Pennsylvania Ave,North Ave West,-76.64248857,39.3100052,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531901.16382122,4765874.52709557,260,729, ,Cumberland St and N Calhoun St,North Ave West,-76.64337438,39.30792502,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531708.34862956,4766068.49987179,261,730, ,Cumberland St and Pennsylvania Ave,North Ave West,-76.64164229,39.30927326,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531561.19442763,4766204.9594807,262,731, ,W North Ave and Division St,North Ave West,-76.64032038,39.31022173,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531663.19413219,4766249.15333935,263,732, ,Whitelock St and Woodbrook Ave,North Ave West,-76.64123666,39.3105289,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531595.60895853,4766295.02019513,264,733, ,Etting St and Whitelock St,North Ave West,-76.64062953,39.3108477,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531546.76922887,4766342.18958686,265,734, ,Whitelock St and Francis St,North Ave West,-76.6401908,39.31117554,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531470.14157087,4766401.5510128,266,735, ,Druid Hill Ave and Whitelock St,North Ave West,-76.63950244,39.31158813,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8533085.41167673,4766100.26210687,267,737, ,W North and Bentalou St,North Ave West,-76.65401266,39.30949403,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8531192.69464226,4766208.30687185,268,736, ,W North Ave and McCulloh St,North Ave West,-76.63701009,39.310245,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534087.67963494,4769432.82079344,269,801, ,Reisterstown Rd and Keyworth Ave,Park Heights,-76.66301619,39.33265342,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534199.65493297,4769616.589367,270,802, ,Reisterstown Rd and Shirley Ave,Park Heights,-76.66402208,39.33393029,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534419.8528321,4769700.20335417,271,803, ,Towonda Ave and Oswego Ave,Park Heights,-76.66600015,39.33451125,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534521.56647791,4770131.98617881,272,804, ,Reisterstown Rd and Grantley Ave,Park Heights,-76.66691386,39.33751125,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534807.57282858,4770091.91449384,273,805, ,Boarman Ave and Willowdale Ave,Park Heights,-76.6694831,39.33723284,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8535262.13085928,4771555.67216599,274,806, ,Park Heights Ave and W Garrison Ave,Park Heights,-76.67356647,39.34740204,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534693.91949247,4770405.17840474,275,807, ,Reisterstown Rd and Laporte St,Park Heights,-76.66846214,39.33940931,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8535028.97135332,4770535.29373532,276,808, ,Reisterstown Rd and St Ambrose Ave,Park Heights,-76.67147196,39.3403133,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8536015.37509638,4771397.86278852,277,809, ,W Belvedere Ave and Litchfield Ave,Park Heights,-76.68033298,39.34630576,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8534998.68706529,4771240.00972714,278,810, ,Park Heights Ave and Woodland,Park Heights,-76.67119991,39.34520916,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
-8535388.65343612,4771449.15911791,279,811, ,W Garrison Ave and Denmore Ave,Park Heights,-76.67470304,39.34666211,EGISDATA,2021/09/29 17:10:29+00,EGISDATA,2021/09/29 17:10:29+00
